HP3Item,Supported,Supported WF,Related,Related WF,Unrelated,Unrelated WF,TypeOfSupported
97,Dursleys,"defaultdict(<class 'list'>, {1: [(1, 9), (2, 13), (3, 5), (4, 7), (5, 6), (6, 5), (7, 3), (8, 1), (9, 1), (12, 1), (16, 1)], 2: [(1, 12), (2, 7), (3, 4), (4, 4), (5, 3), (7, 1), (11, 2), (12, 1), (14, 1), (18, 1)], 3: [(1, 6), (2, 5), (3, 1), (4, 1), (5, 1), (6, 1), (11, 1), (12, 2), (20, 5), (22, 2)], 4: [(2, 6), (3, 5), (4, 16), (7, 1), (22, 1), (23, 2), (24, 1), (28, 1), (31, 4), (37, 2)], 5: [(1, 7), (2, 11), (3, 8), (4, 2), (6, 2), (23, 1), (24, 1), (38, 4)], 6: [(3, 15), (4, 2), (8, 1), (30, 1)], 7: [(3, 11), (4, 2), (5, 1), (8, 1), (15, 1), (16, 1)]})",Parseltongue,"defaultdict(<class 'list'>, {2: [(11, 3), (16, 3), (17, 1), (18, 4)], 4: [(31, 3)], 6: [(10, 7), (17, 2)], 7: [(17, 2), (19, 1), (22, 1), (27, 1), (31, 1), (32, 1)]})",Norris,"defaultdict(<class 'list'>, {1: [(8, 3), (9, 5), (12, 2), (16, 2)], 2: [(8, 5), (9, 12), (11, 1), (13, 2), (16, 2)], 3: [(10, 2)], 4: [(25, 6), (29, 1)], 5: [(14, 3), (18, 1), (20, 1), (22, 2), (30, 1)], 6: [(14, 1), (19, 1), (29, 1)], 7: [(31, 1)]})",ProperName
98,flute,"defaultdict(<class 'list'>, {1: [(12, 1), (16, 5)]})",sweater,"defaultdict(<class 'list'>, {1: [(2, 1), (12, 8), (17, 1)], 2: [(4, 1), (5, 1), (12, 2)], 3: [(11, 2)], 4: [(6, 2), (21, 1), (23, 3), (26, 2)], 6: [(16, 1)], 7: [(16, 1), (17, 1), (19, 3), (26, 1)]})",snake,"defaultdict(<class 'list'>, {1: [(2, 15), (3, 1), (8, 1), (17, 1)], 2: [(5, 1), (11, 17), (16, 8), (17, 2)], 3: [(17, 1)], 4: [(1, 6), (2, 1), (13, 1), (15, 1), (20, 1), (29, 3), (30, 2), (31, 1), (32, 2), (33, 7), (34, 1)], 5: [(21, 4), (22, 11), (23, 8), (24, 7), (26, 1), (36, 3), (37, 1)], 6: [(2, 1), (10, 5), (23, 3), (25, 1), (26, 1), (30, 2)], 7: [(1, 5), (8, 1), (13, 1), (14, 1), (15, 2), (17, 24), (19, 4), (23, 1), (25, 1), (27, 2), (29, 2), (31, 1), (32, 12), (33, 2), (34, 8), (36, 2)]})",CommonNoun
99,Griphook,"defaultdict(<class 'list'>, {1: [(5, 12)], 7: [(15, 11), (23, 14), (24, 29), (25, 23), (26, 43)]})",cart,"defaultdict(<class 'list'>, {1: [(4, 1), (5, 6), (6, 6)], 3: [(5, 2), (22, 1)], 4: [(7, 1)], 5: [(10, 2)], 6: [(13, 1)], 7: [(26, 7), (28, 1)]})",Potions,"defaultdict(<class 'list'>, {1: [(5, 1), (7, 1), (8, 6), (9, 1), (12, 2), (13, 1), (15, 2), (17, 1)], 2: [(1, 1), (5, 1), (6, 1), (8, 2), (9, 6), (10, 3), (11, 4), (12, 2), (13, 1), (14, 1), (15, 1)], 3: [(1, 1), (4, 1), (5, 1), (7, 2), (8, 1), (10, 1), (11, 1), (16, 2), (22, 1)], 4: [(12, 1), (13, 1), (14, 1), (15, 2), (18, 3), (22, 3), (27, 5), (35, 1)], 5: [(3, 1), (12, 5), (15, 1), (17, 5), (18, 2), (21, 1), (22, 1), (23, 1), (24, 6), (26, 1), (28, 4), (29, 5), (31, 5)], 6: [(4, 1), (5, 4), (6, 2), (8, 5), (9, 10), (10, 1), (11, 2), (12, 2), (15, 9), (16, 2), (18, 11), (19, 2), (20, 1), (21, 4), (22, 3), (24, 6), (25, 3), (27, 1), (30, 1)], 7: [(12, 1), (26, 1), (28, 1), (31, 2)]})",ProperName
100,Voldemort,"defaultdict(<class 'list'>, {1: [(1, 4), (4, 1), (6, 2), (15, 4), (16, 6), (17, 14)], 2: [(1, 4), (2, 1), (15, 1), (17, 6), (18, 8)], 3: [(1, 2), (3, 1), (4, 2), (5, 1), (7, 3), (8, 2), (10, 2), (11, 4), (12, 2), (17, 2), (18, 1), (19, 10), (22, 5)], 4: [(1, 1), (2, 16), (3, 1), (13, 1), (14, 5), (17, 4), (19, 5), (27, 5), (28, 2), (29, 3), (30, 7), (31, 3), (32, 1), (33, 47), (34, 41), (35, 5), (36, 22), (37, 12)], 5: [(1, 6), (2, 4), (4, 4), (5, 10), (6, 6), (9, 6), (10, 1), (11, 1), (12, 2), (14, 2), (15, 3), (16, 3), (18, 5), (19, 1), (21, 1), (23, 9), (24, 3), (25, 2), (26, 5), (31, 2), (32, 10), (33, 1), (34, 3), (35, 3), (36, 26), (37, 39), (38, 3)], 6: [(3, 2), (4, 8), (5, 4), (6, 1), (7, 4), (8, 5), (9, 1), (10, 2), (11, 1), (12, 1), (13, 5), (14, 1), (16, 6), (17, 12), (18, 3), (19, 2), (20, 55), (22, 4), (23, 42), (25, 8), (26, 12), (27, 1), (28, 1), (29, 2), (30, 14)], 7: [(1, 36), (2, 2), (3, 4), (4, 7), (5, 17), (6, 8), (7, 4), (8, 2), (9, 6), (10, 17), (11, 9), (12, 6), (14, 7), (15, 9), (16, 2), (17, 4), (18, 2), (19, 1), (21, 1), (22, 11), (23, 11), (24, 11), (25, 3), (27, 5), (29, 3), (30, 4), (31, 13), (32, 27), (33, 27), (34, 21), (35, 20), (36, 60)]})",turban,"defaultdict(<class 'list'>, {1: [(7, 5), (8, 2), (10, 1), (12, 1), (15, 1), (17, 4)], 6: [(19, 2)]})",Pomfrey,"defaultdict(<class 'list'>, {1: [(1, 1), (9, 1), (13, 1), (14, 3), (16, 1), (17, 6)], 2: [(8, 1), (10, 14), (11, 1), (12, 1), (13, 4), (14, 1), (15, 1), (16, 4), (18, 1)], 3: [(5, 7), (6, 3), (9, 2), (10, 1), (12, 1), (14, 1), (18, 1), (19, 1), (21, 11), (22, 9)], 4: [(10, 1), (13, 2), (16, 1), (20, 3), (23, 1), (26, 5), (27, 1), (28, 1), (35, 1), (36, 9)], 5: [(19, 1), (20, 1), (27, 1), (28, 1), (30, 1), (31, 1), (32, 4), (37, 1), (38, 4)], 6: [(8, 2), (12, 2), (13, 2), (18, 1), (19, 11), (20, 1), (27, 1), (29, 8)], 7: [(31, 1), (33, 1)]})",ProperName
101,arm,"defaultdict(<class 'list'>, {1: [(1, 1), (4, 1), (5, 2), (7, 1), (9, 2), (10, 2), (12, 4), (13, 1), (15, 2), (16, 1), (17, 2)], 2: [(1, 1), (2, 2), (4, 2), (6, 2), (7, 3), (8, 1), (10, 15), (11, 5), (13, 1), (14, 1), (15, 1), (16, 1), (17, 5)], 3: [(1, 1), (2, 1), (3, 2), (4, 2), (5, 1), (6, 3), (7, 3), (8, 3), (9, 2), (10, 1), (11, 3), (13, 3), (14, 4), (15, 1), (17, 6), (19, 3), (20, 3), (21, 2), (22, 1)], 4: [(2, 2), (8, 3), (9, 3), (12, 1), (13, 1), (15, 2), (17, 3), (18, 1), (19, 1), (20, 1), (21, 3), (22, 1), (23, 1), (24, 3), (25, 3), (26, 1), (27, 2), (28, 1), (29, 1), (31, 3), (32, 3), (33, 7), (34, 1), (35, 2), (36, 5)], 5: [(1, 1), (2, 3), (3, 1), (4, 1), (6, 1), (7, 2), (10, 1), (12, 1), (13, 3), (14, 4), (17, 2), (18, 2), (19, 3), (20, 1), (21, 1), (22, 1), (23, 2), (24, 1), (25, 1), (26, 2), (27, 2), (28, 5), (30, 3), (31, 1), (33, 3), (34, 4), (35, 9), (36, 3), (37, 1)], 6: [(2, 3), (4, 4), (6, 2), (7, 6), (8, 1), (9, 2), (10, 1), (11, 4), (12, 3), (14, 6), (15, 4), (17, 2), (19, 2), (20, 2), (21, 1), (22, 1), (24, 1), (25, 2), (26, 5), (27, 1), (28, 2), (29, 1), (30, 1)], 7: [(3, 1), (4, 1), (5, 5), (6, 5), (7, 1), (8, 1), (9, 3), (10, 4), (11, 1), (12, 1), (13, 3), (14, 2), (15, 2), (16, 2), (17, 7), (18, 2), (20, 1), (23, 5), (24, 3), (25, 1), (26, 2), (28, 1), (29, 2), (30, 2), (31, 6), (32, 1), (33, 2), (35, 1), (36, 3)]})",Dobby,"defaultdict(<class 'list'>, {2: [(2, 66), (3, 3), (4, 1), (10, 39), (11, 4), (16, 1), (18, 26)], 4: [(8, 14), (9, 2), (16, 1), (21, 77), (23, 22), (26, 25), (27, 3), (28, 15), (29, 1), (35, 1), (36, 1)], 5: [(1, 4), (18, 31), (21, 3), (23, 2), (27, 15)], 6: [(17, 1), (19, 16), (21, 21)], 7: [(23, 16), (24, 14), (25, 1), (26, 1), (28, 1)]})",tears,"defaultdict(<class 'list'>, {1: [(3, 1), (5, 1), (10, 1), (14, 1), (17, 3)], 2: [(1, 1), (2, 3), (8, 2), (9, 1), (10, 1), (12, 1), (16, 1), (17, 5), (18, 1)], 3: [(2, 1), (6, 2), (7, 1), (8, 1), (9, 1), (11, 5), (12, 1), (13, 1), (15, 2), (16, 4), (19, 1)], 4: [(3, 1), (9, 2), (16, 1), (18, 3), (20, 2), (21, 5), (23, 1), (24, 3), (25, 1), (28, 2), (33, 1), (35, 1), (36, 2), (37, 2)], 5: [(2, 1), (4, 2), (5, 1), (6, 1), (9, 1), (10, 1), (12, 1), (17, 4), (21, 4), (25, 3), (26, 3), (27, 1), (28, 1), (30, 3), (32, 1), (33, 1)], 6: [(2, 4), (11, 2), (14, 3), (15, 1), (17, 1), (19, 2), (21, 1), (22, 5), (24, 2), (28, 1), (29, 5), (30, 5)], 7: [(1, 3), (3, 1), (5, 1), (6, 3), (7, 1), (8, 3), (10, 5), (11, 1), (13, 1), (14, 2), (15, 1), (16, 1), (17, 3), (18, 2), (22, 1), (28, 1), (30, 2), (31, 1), (33, 5), (35, 3), (36, 4)]})",CommonNoun
102,car,"defaultdict(<class 'list'>, {1: [(1, 3), (2, 8), (3, 5), (4, 3), (6, 1)], 2: [(1, 2), (3, 24), (5, 41), (6, 3), (7, 1), (12, 3), (15, 13)], 3: [(1, 4), (2, 7), (5, 2)], 4: [(4, 5), (13, 1), (37, 1)], 5: [(1, 3), (2, 1), (3, 5), (7, 1), (20, 1), (23, 3), (34, 1)], 6: [(6, 3), (7, 1), (8, 1)], 7: [(3, 3), (4, 5), (17, 1), (32, 1), (36, 2)]})",Dursleys,"defaultdict(<class 'list'>, {1: [(1, 9), (2, 13), (3, 5), (4, 7), (5, 6), (6, 5), (7, 3), (8, 1), (9, 1), (12, 1), (16, 1)], 2: [(1, 12), (2, 7), (3, 4), (4, 4), (5, 3), (7, 1), (11, 2), (12, 1), (14, 1), (18, 1)], 3: [(1, 6), (2, 5), (3, 1), (4, 1), (5, 1), (6, 1), (11, 1), (12, 2), (20, 5), (22, 2)], 4: [(2, 6), (3, 5), (4, 16), (7, 1), (22, 1), (23, 2), (24, 1), (28, 1), (31, 4), (37, 2)], 5: [(1, 7), (2, 11), (3, 8), (4, 2), (6, 2), (23, 1), (24, 1), (38, 4)], 6: [(3, 15), (4, 2), (8, 1), (30, 1)], 7: [(3, 11), (4, 2), (5, 1), (8, 1), (15, 1), (16, 1)]})",Draco,"defaultdict(<class 'list'>, {1: [(6, 3), (8, 1), (9, 2), (12, 1), (15, 2), (17, 1)], 2: [(1, 1), (3, 3), (4, 13), (6, 1), (7, 1), (8, 1), (11, 3), (12, 3), (13, 1), (15, 2), (16, 1), (18, 1)], 3: [(5, 3), (6, 2), (7, 1), (8, 1), (10, 1), (13, 1), (16, 1)], 4: [(8, 5), (9, 2), (11, 1), (13, 4), (15, 1), (22, 1), (24, 3), (31, 2), (37, 2)], 5: [(6, 1), (9, 1), (10, 3), (11, 1), (12, 1), (13, 2), (16, 1), (17, 1), (19, 3), (21, 1), (25, 1), (27, 2), (28, 4), (31, 2), (32, 2)], 6: [(2, 13), (6, 6), (7, 1), (8, 2), (12, 1), (13, 2), (14, 1), (15, 9), (16, 1), (19, 2), (20, 1), (21, 5), (22, 1), (24, 1), (25, 1), (27, 21), (28, 1)], 7: [(1, 6), (9, 2), (23, 22), (24, 2), (26, 1), (31, 4), (32, 3), (33, 5), (36, 7)]})",CommonNoun
103,Petunia,"defaultdict(<class 'list'>, {1: [(1, 3), (2, 22), (3, 22), (4, 4), (5, 1), (6, 3), (7, 1), (12, 1), (17, 1)], 2: [(1, 18), (2, 3), (3, 2), (6, 1), (14, 1)], 3: [(1, 4), (2, 26)], 4: [(2, 2), (3, 15), (4, 18), (18, 1), (22, 1), (25, 1), (28, 1)], 5: [(1, 14), (2, 47), (3, 1), (10, 1), (31, 1), (38, 4)], 6: [(3, 10)], 7: [(3, 16), (4, 1), (10, 1), (33, 23)]})",pudding,"defaultdict(<class 'list'>, {1: [(7, 2)], 2: [(1, 1), (2, 3), (3, 1), (5, 1), (8, 1), (12, 2)], 3: [(3, 1), (4, 2), (5, 1), (6, 1)], 4: [(12, 1), (16, 2)], 5: [(5, 1), (23, 1), (38, 1)], 6: [(8, 1)], 7: [(6, 1)]})",Hooch,"defaultdict(<class 'list'>, {1: [(7, 1), (9, 7), (11, 3)], 2: [(10, 4), (14, 1), (16, 1)], 3: [(9, 3), (11, 1), (13, 6), (15, 7)], 5: [(19, 6)], 6: [(14, 1)]})",ProperName
104,Cup,"defaultdict(<class 'list'>, {1: [(2, 1), (3, 1), (4, 1), (7, 2), (8, 1), (9, 2), (11, 2), (12, 3), (15, 2), (16, 1), (17, 4)], 2: [(7, 2), (11, 1), (12, 1), (14, 2), (18, 1)], 3: [(4, 1), (5, 1), (6, 13), (8, 5), (9, 1), (11, 1), (12, 3), (13, 1), (14, 2), (15, 9), (16, 1), (21, 1), (22, 3)], 4: [(1, 3), (2, 1), (3, 10), (5, 6), (6, 5), (7, 2), (8, 5), (9, 1), (10, 3), (11, 3), (12, 3), (13, 1), (14, 1), (15, 1), (16, 3), (17, 1), (19, 3), (20, 1), (21, 4), (23, 3), (24, 1), (25, 1), (26, 1), (27, 7), (28, 4), (31, 16), (32, 4), (33, 5), (34, 3), (35, 10), (36, 5), (37, 2)], 5: [(6, 1), (14, 1), (19, 2), (23, 3), (25, 3), (26, 1), (28, 6), (29, 1), (30, 6), (31, 2), (38, 1)], 6: [(1, 1), (12, 1), (20, 10), (23, 2), (24, 3), (26, 3), (30, 3)], 7: [(2, 4), (3, 1), (14, 2), (21, 1), (26, 10), (27, 6), (28, 1), (31, 2)]})",Cedric,"defaultdict(<class 'list'>, {3: [(9, 3), (13, 1)], 4: [(6, 6), (15, 2), (16, 3), (17, 14), (18, 12), (19, 9), (20, 30), (21, 2), (22, 9), (23, 9), (24, 6), (25, 4), (26, 9), (28, 6), (31, 56), (32, 9), (34, 10), (35, 8), (36, 8), (37, 12)], 5: [(1, 7), (11, 1), (12, 5), (13, 2), (14, 2), (16, 2), (18, 1), (21, 8), (24, 2), (25, 5), (26, 2), (37, 1)], 6: [(23, 1)], 7: [(2, 1), (12, 1), (22, 1)]})",Malkin,"defaultdict(<class 'list'>, {1: [(5, 3)], 6: [(6, 6), (7, 1), (30, 1)]})",CommonNoun
105,curse,"defaultdict(<class 'list'>, {1: [(4, 1), (5, 1), (9, 3), (13, 2), (17, 3)], 2: [(1, 1), (7, 3), (9, 1), (10, 1), (11, 1), (18, 1)], 3: [(1, 2), (3, 2), (4, 1), (19, 1)], 4: [(2, 6), (13, 1), (14, 12), (15, 6), (18, 2), (20, 1), (21, 2), (23, 1), (27, 2), (28, 1), (29, 1), (30, 5), (31, 9), (33, 2), (34, 4), (35, 9), (36, 1), (37, 1)], 5: [(5, 1), (6, 2), (9, 1), (13, 1), (16, 1), (19, 1), (22, 1), (23, 1), (24, 3), (26, 5), (28, 2), (29, 2), (31, 1), (32, 2), (35, 1), (36, 3), (37, 2), (38, 2)], 6: [(1, 2), (3, 2), (4, 1), (5, 1), (9, 1), (10, 1), (11, 2), (12, 1), (13, 1), (15, 1), (17, 1), (19, 1), (21, 4), (23, 1), (24, 3), (27, 2), (28, 9), (29, 5)], 7: [(1, 1), (4, 2), (5, 1), (6, 3), (8, 1), (9, 1), (11, 3), (12, 1), (13, 2), (14, 1), (15, 1), (17, 5), (18, 1), (22, 2), (24, 2), (26, 4), (28, 1), (29, 1), (30, 1), (31, 4), (32, 1), (33, 6), (35, 4), (36, 9)]})",Crouch,"defaultdict(<class 'list'>, {2: [(15, 1)], 3: [(17, 1)], 4: [(5, 9), (7, 17), (8, 1), (9, 32), (10, 5), (11, 1), (16, 7), (17, 8), (18, 1), (20, 1), (21, 10), (23, 5), (24, 5), (25, 14), (26, 4), (27, 35), (28, 43), (29, 18), (30, 43), (31, 5), (35, 10), (36, 16)], 5: [(4, 4), (6, 1), (20, 1)], 6: [(16, 1)], 7: [(6, 1)]})",unicorn,"defaultdict(<class 'list'>, {1: [(5, 3), (6, 1), (15, 17), (17, 1)], 3: [(4, 1), (20, 1), (21, 1)], 4: [(18, 1), (24, 6), (26, 1), (33, 1)], 5: [(31, 1)], 6: [(7, 1), (18, 1), (22, 2)], 7: [(13, 1), (20, 1), (24, 1)]})",CommonNoun/ProperName
106,Hermione,"defaultdict(<class 'list'>, {1: [(6, 8), (7, 5), (8, 7), (9, 18), (10, 26), (11, 21), (12, 10), (13, 30), (14, 32), (15, 26), (16, 61), (17, 14)], 2: [(1, 4), (2, 2), (4, 14), (5, 6), (6, 26), (7, 20), (8, 21), (9, 45), (10, 28), (11, 35), (12, 32), (13, 18), (14, 20), (15, 4), (16, 7), (18, 8)], 3: [(1, 6), (2, 1), (3, 2), (4, 22), (5, 57), (6, 46), (7, 19), (8, 39), (9, 30), (10, 25), (11, 48), (12, 27), (13, 9), (14, 12), (15, 43), (16, 45), (17, 41), (18, 12), (19, 17), (20, 13), (21, 87), (22, 34)], 4: [(2, 3), (3, 1), (5, 17), (6, 7), (7, 17), (8, 13), (9, 53), (10, 14), (11, 21), (12, 29), (13, 25), (14, 32), (15, 29), (16, 44), (17, 4), (18, 31), (19, 35), (20, 25), (21, 45), (22, 25), (23, 47), (24, 49), (25, 2), (26, 43), (27, 48), (28, 55), (29, 34), (31, 33), (36, 9), (37, 36)], 5: [(1, 7), (2, 1), (3, 2), (4, 43), (5, 9), (6, 14), (9, 34), (10, 37), (11, 25), (12, 64), (13, 53), (14, 50), (15, 53), (16, 69), (17, 44), (18, 43), (19, 26), (20, 45), (21, 45), (23, 27), (24, 26), (25, 59), (26, 41), (27, 11), (28, 22), (29, 28), (30, 86), (31, 50), (32, 63), (33, 46), (34, 29), (35, 32), (36, 1), (37, 3), (38, 32)], 6: [(4, 2), (5, 53), (6, 44), (7, 19), (8, 20), (9, 40), (10, 7), (11, 57), (12, 55), (13, 2), (14, 48), (15, 48), (16, 5), (17, 17), (18, 26), (19, 15), (20, 13), (21, 56), (22, 37), (24, 34), (25, 21), (26, 1), (27, 1), (29, 12), (30, 25)], 7: [(2, 2), (4, 12), (5, 18), (6, 59), (7, 64), (8, 18), (9, 56), (10, 33), (11, 44), (12, 70), (13, 28), (14, 49), (15, 56), (16, 39), (17, 50), (18, 13), (19, 50), (20, 37), (21, 50), (22, 53), (23, 34), (24, 31), (25, 23), (26, 76), (27, 15), (28, 20), (29, 16), (30, 1), (31, 39), (32, 34), (33, 7), (34, 6), (35, 1), (36, 13)]})",Triwizard,"defaultdict(<class 'list'>, {4: [(12, 7), (13, 1), (14, 1), (15, 4), (16, 7), (17, 1), (18, 6), (19, 2), (20, 1), (21, 1), (22, 2), (24, 1), (25, 2), (27, 2), (28, 4), (31, 12), (32, 3), (33, 2), (34, 1), (35, 5), (36, 3), (37, 2)], 5: [(6, 1), (9, 2), (11, 1), (12, 2), (14, 2), (16, 2), (17, 1), (30, 1)], 6: [(1, 1), (5, 1)], 7: [(2, 1), (8, 1)]})",deluminator,"defaultdict(<class 'list'>, {7: [(7, 8), (9, 2), (11, 3), (19, 4), (20, 2), (22, 1), (23, 4), (24, 1)]})",ProperName
107,necklace,"defaultdict(<class 'list'>, {2: [(4, 1)], 5: [(10, 1), (20, 1)], 6: [(6, 1), (12, 14), (13, 2), (15, 3), (16, 3), (19, 4), (24, 2), (27, 3), (29, 1)], 7: [(31, 1)]})",Lavender,"defaultdict(<class 'list'>, {1: [(7, 1), (10, 1)], 2: [(9, 1)], 3: [(6, 8), (7, 2), (8, 11), (15, 5), (16, 1)], 4: [(13, 6), (14, 2), (15, 2), (21, 2), (22, 4), (23, 1), (24, 1), (26, 1)], 5: [(11, 3), (12, 2), (13, 5), (15, 2), (16, 2), (17, 3), (18, 1), (21, 1), (26, 1), (27, 6), (31, 3)], 6: [(9, 1), (11, 5), (14, 5), (15, 8), (16, 3), (17, 5), (18, 4), (19, 10), (20, 3), (21, 3), (22, 3), (24, 4), (25, 1)], 7: [(7, 1), (25, 1), (29, 1), (32, 1)]})",Snackbox,"defaultdict(<class 'list'>, {5: [(12, 2), (17, 1)]})",CommonNoun
108,Patil,"defaultdict(<class 'list'>, {1: [(7, 2), (9, 2), (10, 1), (13, 1)], 2: [(9, 1)], 3: [(6, 1), (8, 1)], 4: [(13, 1), (15, 1), (22, 1), (24, 1), (27, 1)], 5: [(10, 2), (11, 1), (12, 1), (16, 2), (17, 1), (19, 1), (21, 1), (31, 4)], 6: [(9, 2), (11, 3), (30, 1)], 7: [(29, 1)]})",Yule,"defaultdict(<class 'list'>, {4: [(22, 4), (23, 1), (25, 1), (26, 1), (35, 1)], 5: [(10, 1), (12, 1), (16, 1), (18, 2)], 7: [(33, 1)]})",Riddikulus,"defaultdict(<class 'list'>, {3: [(7, 10), (12, 1)], 4: [(31, 1)], 5: [(9, 6)]})",ProperName
109,Ron,"defaultdict(<class 'list'>, {1: [(6, 64), (7, 11), (8, 20), (9, 37), (10, 44), (11, 21), (12, 49), (13, 39), (14, 30), (15, 11), (16, 65), (17, 19)], 2: [(1, 5), (2, 3), (3, 46), (4, 29), (5, 75), (6, 34), (7, 46), (8, 21), (9, 61), (10, 17), (11, 30), (12, 58), (13, 41), (14, 34), (15, 62), (16, 62), (17, 15), (18, 18)], 3: [(1, 13), (2, 2), (3, 2), (4, 41), (5, 76), (6, 51), (7, 32), (8, 45), (9, 19), (10, 27), (11, 75), (12, 26), (13, 43), (14, 51), (15, 38), (16, 48), (17, 46), (18, 12), (19, 25), (20, 10), (21, 14), (22, 24)], 4: [(2, 3), (3, 4), (4, 7), (5, 32), (6, 5), (7, 23), (8, 16), (9, 56), (10, 27), (11, 28), (12, 36), (13, 33), (14, 49), (15, 36), (16, 53), (17, 13), (18, 28), (19, 22), (20, 23), (21, 42), (22, 60), (23, 88), (24, 40), (25, 4), (26, 46), (27, 49), (28, 38), (29, 41), (31, 32), (36, 10), (37, 35)], 5: [(1, 7), (2, 1), (3, 2), (4, 43), (5, 11), (6, 24), (7, 2), (9, 69), (10, 52), (11, 39), (12, 64), (13, 66), (14, 85), (15, 48), (16, 45), (17, 54), (18, 38), (19, 50), (20, 43), (21, 55), (22, 21), (23, 36), (24, 27), (25, 29), (26, 36), (27, 10), (28, 14), (29, 20), (30, 21), (31, 57), (32, 25), (33, 13), (34, 28), (35, 26), (36, 2), (38, 27)], 6: [(4, 1), (5, 46), (6, 39), (7, 24), (8, 22), (9, 38), (10, 7), (11, 54), (12, 51), (13, 2), (14, 106), (15, 28), (16, 38), (17, 19), (18, 83), (19, 40), (20, 14), (21, 48), (22, 37), (24, 35), (25, 14), (26, 1), (27, 1), (28, 1), (29, 23), (30, 22)], 7: [(4, 13), (5, 14), (6, 82), (7, 71), (8, 26), (9, 56), (10, 24), (11, 36), (12, 60), (13, 17), (14, 33), (15, 57), (16, 9), (17, 1), (18, 2), (19, 87), (20, 47), (21, 36), (22, 60), (23, 51), (24, 35), (25, 26), (26, 45), (27, 16), (28, 14), (29, 28), (30, 1), (31, 52), (32, 37), (33, 7), (34, 6), (36, 20)]})",gillyweed,"defaultdict(<class 'list'>, {4: [(26, 6), (27, 2), (28, 1), (35, 2)]})",seer,"defaultdict(<class 'list'>, {3: [(16, 1)], 5: [(15, 1), (22, 1), (37, 1)], 6: [(25, 3)]})",ProperName
110,spells,"defaultdict(<class 'list'>, {1: [(5, 2), (6, 1), (7, 1), (9, 1), (14, 1), (15, 1)], 2: [(2, 1), (3, 2), (4, 2), (8, 1), (9, 1), (11, 3)], 3: [(1, 1), (4, 1)], 4: [(10, 2), (11, 2), (19, 4), (20, 3), (22, 1), (26, 1), (28, 1), (31, 5), (34, 1), (35, 3), (36, 1), (37, 1)], 5: [(3, 1), (9, 1), (12, 7), (13, 6), (14, 1), (15, 2), (16, 3), (18, 1), (24, 1), (26, 2), (27, 1), (31, 3), (32, 2), (35, 4), (36, 3), (37, 1), (38, 1)], 6: [(3, 1), (5, 1), (7, 1), (8, 2), (9, 6), (10, 1), (11, 5), (12, 4), (13, 1), (14, 1), (16, 3), (21, 1), (25, 1), (28, 1), (30, 1)], 7: [(4, 3), (6, 2), (9, 2), (10, 1), (11, 1), (13, 1), (14, 1), (16, 1), (19, 1), (21, 2), (22, 1), (24, 1), (26, 5), (27, 1), (30, 1), (31, 2), (32, 5), (36, 4)]})",parents,"defaultdict(<class 'list'>, {1: [(2, 5), (4, 3), (5, 5), (6, 2), (12, 3), (13, 2), (16, 1), (17, 3)], 2: [(1, 2), (4, 4), (7, 1), (13, 2), (17, 1), (18, 1)], 3: [(1, 3), (2, 2), (3, 1), (10, 2), (11, 3), (12, 3), (14, 1), (17, 2), (18, 2), (19, 4), (20, 3), (22, 3)], 4: [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 3), (9, 1), (11, 1), (13, 1), (14, 4), (18, 3), (19, 2), (20, 1), (24, 2), (27, 1), (30, 3), (31, 3), (33, 1), (34, 1), (35, 2), (36, 2), (37, 1)], 5: [(1, 2), (2, 4), (4, 1), (5, 2), (6, 4), (9, 3), (10, 1), (11, 3), (14, 2), (15, 2), (16, 1), (18, 2), (19, 1), (21, 1), (23, 4), (25, 1), (26, 1), (29, 1), (30, 1), (35, 3), (37, 6), (38, 2)], 6: [(3, 1), (7, 2), (8, 1), (11, 3), (13, 1), (15, 1), (16, 1), (17, 1), (19, 1), (23, 2), (25, 1), (29, 1), (30, 4)], 7: [(2, 1), (3, 3), (4, 4), (5, 3), (6, 4), (9, 1), (10, 7), (11, 7), (13, 1), (15, 2), (16, 8), (17, 1), (21, 1), (22, 2), (29, 1), (33, 5), (34, 2), (35, 4), (36, 5)]})",Veritaserum,"defaultdict(<class 'list'>, {4: [(27, 1), (35, 2), (36, 1)], 5: [(3, 1), (29, 1), (32, 2), (37, 1)], 6: [(9, 1), (17, 3), (21, 1)], 7: [(18, 1)]})",CommonNoun/ProperName
